diagnos,grp,code,name,name_english,sdb_amne
H47,0708,H47,Andra förändringar i synnerven eller synbanorna,Other disorders of optic [2nd] nerve and visual pathways,Dödsorsaker
H48,0708,H48,Förändringar i synnerven eller synbanorna vid sjukdomar som klassificeras annorstädes,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere,Dödsorsaker
0709,07,H49-H52,"Sjukdomar i ögonmusklerna, förändringar i de binokulära rörelserna samt ögats ackommodation och refraktion","Disorders of ocular muscles, binocular movement, accommodation and refraction",Dödsorsaker
H49,0709,H49,Paralytisk strabism (ögonmuskelförlamning),Paralytic strabismus,Dödsorsaker
H50,0709,H50,Annan strabism (skelning),Other strabismus,Dödsorsaker
H51,0709,H51,Andra förändringar i de binokulära rörelserna,Other disorders of binocular movement,Dödsorsaker
H52,0709,H52,Förändringar i ögats refraktion eller ackommodation,Disorders of refraction and accommodation,Dödsorsaker
0710,07,H53-H54,Synstörningar och blindhet,Visual disturbances and blindness,Dödsorsaker
H53,0710,H53,Synstörningar,Visual disturbances,Dödsorsaker
H54,0710,H54,Blindhet eller allvarligt nedsatt syn,Blindness and low vision,Dödsorsaker
0711,07,H55-H59,Andra sjukdomar i ögat och närliggande organ,Other disorders of eye and adnexa,Dödsorsaker
H55,0711,H55,Nystagmus eller andra oregelbundna ögonrörelser,Nystagmus and other irregular eye movements,Dödsorsaker
H57,0711,H57,Andra sjukdomar i ögat eller närliggande organ,Other disorders of eye and adnexa,Dödsorsaker
H58,0711,H58,Andra förändringar i ögat eller närliggande organ vid sjukdomar som klassificeras annorstädes,Other disorders of eye and adnexa in diseases classified elsewhere,Dödsorsaker
H59,0711,H59,Förändringar i ögat eller närliggande organ efter kirurgiska eller medicinska ingrepp som ej klassificeras annorstädes,"Postprocedural disorders of eye and adnexa, not elsewhere classified",Dödsorsaker
08,00,H60-H95,Sjukdomar i örat och mastoidutskottet,Diseases of the ear and mastoid process,Dödsorsaker
0801,08,H60-H62,Sjukdomar i ytterörat och hörselgången,Diseases of external ear,Dödsorsaker
H60,0801,H60,Extern otit (inflammation i ytterörat eller yttre hörselgången),Otitis externa,Dödsorsaker
H61,0801,H61,Andra sjukdomar i ytterörat,Other disorders of external ear,Dödsorsaker
H62,0801,H62,Förändringar i ytterörat vid sjukdomar som klassificeras annorstädes,Disorders of external ear in diseases classified elsewhere,Dödsorsaker
0802,08,H65-H75,Sjukdomar i mellanörat och mastoidutskottet,Diseases of middle ear and mastoid,Dödsorsaker
H65,0802,H65,Icke varig inflammation i mellanörat,Nonsuppurative otitis media,Dödsorsaker
H66,0802,H66,Varig eller icke specificerad mellanöreinflammation,Suppurative and unspecified otitis media,Dödsorsaker
H67,0802,H67,Mellanöreinflammation vid sjukdomar som klassificeras annorstädes,Otitis media in diseases classified elsewhere,Dödsorsaker
H68,0802,H68,Inflammation eller tilltäppning av örontrumpeten,Eustachian salpingitis and obstruction,Dödsorsaker
H69,0802,H69,Andra sjukdomar i örontrumpeten,Other disorders of Eustachian tube,Dödsorsaker
H70,0802,H70,Inflammation i mastoidutskottet eller besläktade sjukdomar,Mastoiditis and related conditions,Dödsorsaker
H71,0802,H71,Mellanörekolesteatom,Cholesteatoma of middle ear,Dödsorsaker
H72,0802,H72,Perforation av trumhinnan,Perforation of tympanic membrane,Dödsorsaker
H73,0802,H73,Andra sjukdomar i trumhinnan,Other disorders of tympanic membrane,Dödsorsaker
H74,0802,H74,Andra sjukdomar i mellanörat eller mastoidutskottet,Other disorders of middle ear and mastoid,Dödsorsaker
H75,0802,H75,Andra tillstånd i mellanörat eller mastoidutskottet vid sjukdomar som klassificeras annorstädes,Other disorders of middle ear and mastoid in diseases classified elsewhere,Dödsorsaker
0803,08,H80-H83,Sjukdomar i innerörat,Diseases of inner ear,Dödsorsaker
H80,0803,H80,Otoskleros,Otosclerosis,Dödsorsaker
H81,0803,H81,Rubbningar i balansapparatens funktion,Disorders of vestibular function,Dödsorsaker
H82,0803,H82,Yrselsyndrom vid sjukdomar som klassificeras annorstädes,Vertiginous syndromes in diseases classified elsewhere,Dödsorsaker
H83,0803,H83,Andra sjukdomar i innerörat,Other diseases of inner ear,Dödsorsaker
0804,08,H90-H95,Andra öronsjukdomar,Other disorders of ear,Dödsorsaker
H90,0804,H90,Ledningshinder eller sensorineural hörselnedsättning,Conductive and sensorineural hearing loss,Dödsorsaker
H91,0804,H91,Annan hörselnedsättning,Other hearing loss,Dödsorsaker
H92,0804,H92,Öronvärk eller öronflytning,Otalgia and effusion of ear,Dödsorsaker
H93,0804,H93,Andra sjukdomar i örat som ej klassificeras annorstädes,"Other disorders of ear, not elsewhere classified",Dödsorsaker
H94,0804,H94,Andra tillstånd i örat vid sjukdomar som klassificeras annorstädes,Other disorders of ear in diseases classified elsewhere,Dödsorsaker
H95,0804,H95,Sjukdomar i örat eller i mastoidutskottet efter kirurgiska eller medicinska ingrepp som ej klassificeras annorstädes,"Postprocedural disorders of ear and mastoid process, not elsewhere classified",Dödsorsaker
09,00,I00-I99,Cirkulationsorganens sjukdomar,Diseases of the circulatory system,Dödsorsaker
0901,09,I00-I02,Akut reumatisk feber,Acute rheumatic fever,Dödsorsaker
I00,0901,I00,Akut reumatisk feber utan uppgift om hjärtsjukdom,Rheumatic fever without mention of heart involvement,Dödsorsaker
I01,0901,I01,Akut reumatisk feber med hjärtsjukdom,Rheumatic fever with heart involvement,Dödsorsaker
I02,0901,I02,Reumatisk korea (danssjuka),Rheumatic chorea,Dödsorsaker
0902,09,I05-I09,Kroniska reumatiska hjärtsjukdomar,Chronic rheumatic heart diseases,Dödsorsaker
I05,0902,I05,Reumatiska mitralisklaffel,Rheumatic mitral valve diseases,Dödsorsaker
I06,0902,I06,Reumatiska aortaklaffel,Rheumatic aortic valve diseases,Dödsorsaker
I07,0902,I07,Reumatiska trikuspidalisklaffel,Rheumatic tricuspid valve diseases,Dödsorsaker
I08,0902,I08,Multipla klaffel,Multiple valve diseases,Dödsorsaker
I09,0902,I09,Andra reumatiska hjärtsjukdomar,Other rheumatic heart diseases,Dödsorsaker
0903,09,I10-I15,Hypertonisjukdomar (högt blodtryck och därmed sammanhängande sjukdomar),Hypertensive diseases,Dödsorsaker
I10,0903,I10,Essentiell hypertoni (högt blodtryck utan känd orsak),Essential (primary) hypertension,Dödsorsaker
I11,0903,I11,Hypertoni med hjärtsjukdom,Hypertensive heart disease,Dödsorsaker
I12,0903,I12,Hypertoni med njursjukdom,Hypertensive renal disease,Dödsorsaker
I13,0903,I13,Hypertoni med hjärt- och njursjukdom,Hypertensive heart and renal disease,Dödsorsaker
I15,0903,I15,Sekundär hypertoni (högt blodtryck som följd av annan sjukdom),Secondary hypertension,Dödsorsaker
0904,09,I20-I25,Ischemiska hjärtsjukdomar (sjukdomar orsakade av otillräcklig blodtillförsel till hjärtmuskeln),Ischaemic heart diseases,Dödsorsaker
I20,0904,I20,Anginösa bröstsmärtor (kärlkramp i bröstet),Angina pectoris,Dödsorsaker
I21,0904,I21,Akut hjärtinfarkt,Acute myocardial infarction,Dödsorsaker
I22,0904,I22,Reinfarkt (återinsjuknande i akut hjärtinfarkt),Subsequent myocardial infarction,Dödsorsaker
I23,0904,I23,Vissa komplikationer till akut hjärtinfarkt,Certain current complications following acute myocardial infarction,Dödsorsaker
I24,0904,I24,Andra akuta ischemiska hjärtsjukdomar,Other acute ischaemic heart diseases,Dödsorsaker
I25,0904,I25,Kronisk ischemisk hjärtsjukdom,Chronic ischaemic heart disease,Dödsorsaker
0905,09,I26-I28,Sjukdomstillstånd inom lungcirkulationen,Pulmonary heart disease and diseases of pulmonary circulation,Dödsorsaker
I26,0905,I26,Lungemboli,Pulmonary embolism,Dödsorsaker
I27,0905,I27,Andra sjukdomstillstånd inom lungcirkulationen,Other pulmonary heart diseases,Dödsorsaker
I28,0905,I28,Andra sjukdomar i lungkärlen,Other diseases of pulmonary vessels,Dödsorsaker
0906,09,I30-I52,Andra former av hjärtsjukdom,Other forms of heart disease,Dödsorsaker
I30,0906,I30,Akut perikardit (hjärtsäcksinflammation),Acute pericarditis,Dödsorsaker
I31,0906,I31,Andra sjukdomar i perikardiet (hjärtsäcken),Other diseases of pericardium,Dödsorsaker
I32,0906,I32,Perikardit (hjärtsäcksinflammation) vid sjukdomar som klassificeras annorstädes,Pericarditis in diseases classified elsewhere,Dödsorsaker
I33,0906,I33,Akut eller subakut endokardit (inflammatorisk hjärtklaffsjukdom),Acute and subacute endocarditis,Dödsorsaker
I34,0906,I34,Icke reumatiska mitralisklaffsjukdomar,Nonrheumatic mitral valve disorders,Dödsorsaker
I35,0906,I35,Icke reumatiska aortaklaffsjukdomar,Nonrheumatic aortic valve disorders,Dödsorsaker
I36,0906,I36,Icke reumatiska trikuspidalisklaffsjukdomar,Nonrheumatic tricuspid valve disorders,Dödsorsaker
I37,0906,I37,Pulmonalisklaffsjukdomar,Pulmonary valve disorders,Dödsorsaker
I38,0906,I38,"Endokardit (inflammation i hjärtklaff), icke specificerad klaff","Endocarditis, valve unspecified",Dödsorsaker
I39,0906,I39,Endokardit (inflammation i hjärtklaff) eller hjärtklafförändringar vid sjukdomar som klassificeras annorstädes,Endocarditis and heart valve disorders in diseases classified elsewhere,Dödsorsaker
I40,0906,I40,Akut myokardit,Acute myocarditis,Dödsorsaker
I41,0906,I41,Myokardit vid sjukdomar som klassificeras annorstädes,Myocarditis in diseases classified elsewhere,Dödsorsaker
I42,0906,I42,Kardiomyopati (hjärtmuskelsjukdom),Cardiomyopathy,Dödsorsaker
I43,0906,I43,Hjärtmuskelsjukdom vid sjukdomar som klassificeras annorstädes,Cardiomyopathy in diseases classified elsewhere,Dödsorsaker
I44,0906,I44,Atrioventrikulärt block eller vänstersidigt grenblock (retledningsrubbning mellan förmak och kammare respektive i den vänstra skänkeln),Atrioventricular and left bundle-branch block,Dödsorsaker
I45,0906,I45,Andra retledningsrubbningar,Other conduction disorders,Dödsorsaker
I46,0906,I46,Hjärtstillestånd,Cardiac arrest,Dödsorsaker
I47,0906,I47,Paroxysmal takykardi,Paroxysmal tachycardia,Dödsorsaker
I48,0906,I48,Förmaksflimmer eller förmaksfladder,Atrial fibrillation and flutter,Dödsorsaker
I49,0906,I49,Andra hjärtarytmier,Other cardiac arrhythmias,Dödsorsaker
I50,0906,I50,Hjärtinsufficiens,Heart failure,Dödsorsaker
I51,0906,I51,Ofullständigt preciserade hjärtsjukdomar eller komplikationer till hjärtsjukdom,Complications and ill-defined descriptions of heart disease,Dödsorsaker
I52,0906,I52,Andra hjärtsjukdomar vid sjukdomar som klassificeras annorstädes,Other heart disorders in diseases classified elsewhere,Dödsorsaker
0907,09,I60-I69,Sjukdomar i hjärnans kärl,Cerebrovascular diseases,Dödsorsaker
I60,0907,I60,Subaraknoidalblödning (blödning under spindelvävshinnan),Subarachnoid haemorrhage,Dödsorsaker
I61,0907,I61,Hjärnblödning,Intracerebral haemorrhage,Dödsorsaker
I62,0907,I62,Annan icke traumatisk intrakraniell blödning,Other nontraumatic intracranial haemorrhage,Dödsorsaker
I63,0907,I63,Cerebral infarkt,Cerebral infarction,Dödsorsaker
I64,0907,I64,Akut cerebrovaskulär sjukdom ej specificerad som blödning eller infarkt,"Stroke, not specified as haemorrhage or infarction",Dödsorsaker
I65,0907,I65,Ocklusion eller stenos av precerebrala artärer som ej lett till cerebral infarkt,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Dödsorsaker
I66,0907,I66,Ocklusion eller stenos av cerebrala artärer som ej lett till cerebral infarkt,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",Dödsorsaker
I67,0907,I67,Andra cerebrovaskulära sjukdomar,Other cerebrovascular diseases,Dödsorsaker
I68,0907,I68,Förändringar i hjärnans kärl vid sjukdomar som klassificeras annorstädes,Cerebrovascular disorders in diseases classified elsewhere,Dödsorsaker
I69,0907,I69,Sena effekter av cerebrovaskulär sjukdom,Sequelae of cerebrovascular disease,Dödsorsaker
0908,09,I70-I79,"Sjukdomar i artärer, arterioler (småartärer) och kapillärer","Diseases of arteries, arterioles and capillaries",Dödsorsaker
I70,0908,I70,Ateroskleros (åderförkalkning),Atherosclerosis,Dödsorsaker
I71,0908,I71,Aortaaneurysm (aortabråck),Aortic aneurysm and dissection,Dödsorsaker
I72,0908,I72,Annat aneurysm (artärbråck),Other aneurysm,Dödsorsaker
I73,0908,I73,Andra sjukdomar i perifera kärl,Other peripheral vascular diseases,Dödsorsaker
I74,0908,I74,Emboli eller trombos i artär,Arterial embolism and thrombosis,Dödsorsaker
I77,0908,I77,Andra sjukdomar i artärer eller arterioler (småartärer),Other disorders of arteries and arterioles,Dödsorsaker
I78,0908,I78,Sjukdomar i kapillärerna,Diseases of capillaries,Dödsorsaker
I79,0908,I79,"Förändringar i artärer, arterioler (småartärer) eller kapillärer vid sjukdomar som klassificeras annorstädes","Disorders of arteries, arterioles and capillaries in diseases classified elsewhere",Dödsorsaker
0909,09,I80-I89,"Sjukdomar i vener, lymfkärl och lymfkörtlar som ej klassificeras annorstädes","Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",Dödsorsaker
I80,0909,I80,Flebit (inflammation i ven) eller tromboflebit (inflammation eller blodpropp i ven),Phlebitis and thrombophlebitis,Dödsorsaker
I81,0909,I81,Trombos i portavenen,Portal vein thrombosis,Dödsorsaker
I82,0909,I82,Annan venös emboli eller trombos,Other venous embolism and thrombosis,Dödsorsaker
I83,0909,I83,Varicer (åderbråck) i nedre extremiteterna,Varicose veins of lower extremities,Dödsorsaker
I84,0909,I84,Hemorrojder,Haemorrhoids,Dödsorsaker
I85,0909,I85,Esofagusvaricer (åderbråck i matstrupen),Oesophageal varices,Dödsorsaker
I86,0909,I86,Varicer (åderbråck) med annan lokalisation,Varicose veins of other sites,Dödsorsaker
I87,0909,I87,Andra sjukdomar i venerna,Other disorders of veins,Dödsorsaker
I88,0909,I88,Icke specifik lymfadenit (inflammation i lymfkörtel),Nonspecific lymphadenitis,Dödsorsaker
I89,0909,I89,Andra icke infektiösa sjukdomar i lymfkärlen eller lymfkörtlarna,Other noninfective disorders of lymphatic vessels and lymph nodes,Dödsorsaker
0910,09,I95-I99,Andra och icke specificerade sjukdomar i cirkulationsorganen,Other and unspecified disorders of the circulatory system,Dödsorsaker
I95,0910,I95,Hypotoni,Hypotension,Dödsorsaker
I97,0910,I97,Sjukdomar i cirkulationsorganen efter kirurgiska eller medicinska ingrepp som ej klassificeras annorstädes,"Postprocedural disorders of circulatory system, not elsewhere classified",Dödsorsaker
I98,0910,I98,Andra tillstånd i cirkulationsorganen vid sjukdomar som klassificeras annorstädes,Other disorders of circulatory system in diseases classified elsewhere,Dödsorsaker
I99,0910,I99,Andra eller icke specificerade sjukdomar i cirkulationsorganen,Other and unspecified disorders of circulatory system,Dödsorsaker
10,00,J00-J99,Andningsorganens sjukdomar,Diseases of the respiratory system,Dödsorsaker
1001,10,J00-J06,Akuta infektioner i övre luftvägarna,Acute upper respiratory infections,Dödsorsaker
J00,1001,J00,Akut nasofaryngit (förkylning),Acute nasopharyngitis [common cold],Dödsorsaker
J01,1001,J01,Akut sinuit (bihåleinflammation),Acute sinusitis,Dödsorsaker
J02,1001,J02,Akut faryngit (halskatarr),Acute pharyngitis,Dödsorsaker
J03,1001,J03,Akut tonsillit (tonsillinflammation),Acute tonsillitis,Dödsorsaker
J04,1001,J04,Akut laryngit (inflammation i struphuvudet) eller trakeit (inflammation i luftstrupen),Acute laryngitis and tracheitis,Dödsorsaker
J05,1001,J05,Akut obstruktiv laryngit (pseudokrupp) eller epiglottit (inflammation i struplocket),Acute obstructive laryngitis [croup] and epiglottitis,Dödsorsaker
