atc,grp,code,name,sdb_amne,sdb_titel
L02BG03,L02BG,L02BG03,Anastrozol,Läkemedel,ATC-koder
L02BG04,L02BG,L02BG04,Letrozol,Läkemedel,ATC-koder
L02BG06,L02BG,L02BG06,Exemestan,Läkemedel,ATC-koder
L02BX,L02B,L02BX,Övriga antihormoner och relaterade medel,Läkemedel,ATC-koder
L02BX02,L02BX,L02BX02,Degarelix,Läkemedel,ATC-koder
L02BX03,L02BX,L02BX03,Abirateron,Läkemedel,ATC-koder
L03,L,L03,Immunstimulerande medel,Läkemedel,ATC-koder
L03A,L03,L03A,Immunstimulerande medel,Läkemedel,ATC-koder
L03AA,L03A,L03AA,Hematopoetiska tillväxtfaktorer,Läkemedel,ATC-koder
L03AA02,L03AA,L03AA02,Filgrastim,Läkemedel,ATC-koder
L03AA09,L03AA,L03AA09,Sargramostim,Läkemedel,ATC-koder
L03AA10,L03AA,L03AA10,Lenograstim,Läkemedel,ATC-koder
L03AA13,L03AA,L03AA13,Pegfilgrastim,Läkemedel,ATC-koder
L03AA14,L03AA,L03AA14,Lipegfilgrastim,Läkemedel,ATC-koder
L03AB,L03A,L03AB,Interferoner,Läkemedel,ATC-koder
L03AB01,L03AB,L03AB01,"Interferon alfa, naturlig",Läkemedel,ATC-koder
L03AB03,L03AB,L03AB03,Interferon gamma,Läkemedel,ATC-koder
L03AB04,L03AB,L03AB04,Interferon alfa-2a,Läkemedel,ATC-koder
L03AB05,L03AB,L03AB05,Interferon alfa-2b,Läkemedel,ATC-koder
L03AB07,L03AB,L03AB07,Interferon beta-1a,Läkemedel,ATC-koder
L03AB08,L03AB,L03AB08,Interferon beta-1b,Läkemedel,ATC-koder
L03AB10,L03AB,L03AB10,Peginterferon alfa-2b,Läkemedel,ATC-koder
L03AB11,L03AB,L03AB11,Peginterferon alfa-2a,Läkemedel,ATC-koder
L03AB13,L03AB,L03AB13,Peginterferon beta-1a,Läkemedel,ATC-koder
L03AC,L03A,L03AC,Interleukiner,Läkemedel,ATC-koder
L03AC01,L03AC,L03AC01,Aldesleukin,Läkemedel,ATC-koder
L03AX,L03A,L03AX,Övriga immunstimulerande medel,Läkemedel,ATC-koder
L03AX03,L03AX,L03AX03,Vaccin mot Bacillus Calmette-Guerin (BCG),Läkemedel,ATC-koder
L03AX04,L03AX,L03AX04,Pegademas,Läkemedel,ATC-koder
L03AX13,L03AX,L03AX13,Glatirameracetat,Läkemedel,ATC-koder
L03AX14,L03AX,L03AX14,Histamindihydroklorid,Läkemedel,ATC-koder
L04,L,L04,Immunsuppressiva medel,Läkemedel,ATC-koder
L04A,L04,L04A,Immunsuppressiva medel,Läkemedel,ATC-koder
L04AA,L04A,L04AA,Selektiva immunsuppressiva medel,Läkemedel,ATC-koder
L04AA06,L04AA,L04AA06,Mykofenolsyra,Läkemedel,ATC-koder
L04AA10,L04AA,L04AA10,Sirolimus,Läkemedel,ATC-koder
L04AA13,L04AA,L04AA13,Leflunomid,Läkemedel,ATC-koder
L04AA18,L04AA,L04AA18,Everolimus,Läkemedel,ATC-koder
L04AA21,L04AA,L04AA21,Efalizumab,Läkemedel,ATC-koder
L04AA23,L04AA,L04AA23,Natalizumab,Läkemedel,ATC-koder
L04AA24,L04AA,L04AA24,Abatacept,Läkemedel,ATC-koder
L04AA26,L04AA,L04AA26,Belimumab,Läkemedel,ATC-koder
L04AA27,L04AA,L04AA27,Fingolimod,Läkemedel,ATC-koder
L04AA29,L04AA,L04AA29,Tofacitinib,Läkemedel,ATC-koder
L04AA31,L04AA,L04AA31,Teriflunomid,Läkemedel,ATC-koder
L04AA32,L04AA,L04AA32,Apremilast,Läkemedel,ATC-koder
L04AA33,L04AA,L04AA33,Vedolizumab,Läkemedel,ATC-koder
L04AA34,L04AA,L04AA34,Alemtuzumab,Läkemedel,ATC-koder
L04AA37,L04AA,L04AA37,Baricitinib,Läkemedel,ATC-koder
L04AA40,L04AA,L04AA40,Kladribin,Läkemedel,ATC-koder
L04AB,L04A,L04AB,Tumörnekrosfaktor alfa (TNF-) hämmare,Läkemedel,ATC-koder
L04AB01,L04AB,L04AB01,Etanercept,Läkemedel,ATC-koder
L04AB02,L04AB,L04AB02,Infliximab,Läkemedel,ATC-koder
L04AB04,L04AB,L04AB04,Adalimumab,Läkemedel,ATC-koder
L04AB05,L04AB,L04AB05,Certolizumabpegol,Läkemedel,ATC-koder
L04AB06,L04AB,L04AB06,Golimumab,Läkemedel,ATC-koder
L04AC,L04A,L04AC,Interleukinhämmare,Läkemedel,ATC-koder
L04AC01,L04AC,L04AC01,Daklizumab,Läkemedel,ATC-koder
L04AC03,L04AC,L04AC03,Anakinra,Läkemedel,ATC-koder
L04AC05,L04AC,L04AC05,Ustekinumab,Läkemedel,ATC-koder
L04AC07,L04AC,L04AC07,Tocilizumab,Läkemedel,ATC-koder
L04AC08,L04AC,L04AC08,Kanakinumab,Läkemedel,ATC-koder
L04AC10,L04AC,L04AC10,Sekukinumab,Läkemedel,ATC-koder
L04AC12,L04AC,L04AC12,Brodalumab,Läkemedel,ATC-koder
L04AC13,L04AC,L04AC13,Ixekizumab,Läkemedel,ATC-koder
L04AC14,L04AC,L04AC14,Sarilumab,Läkemedel,ATC-koder
L04AC16,L04AC,L04AC16,Guselkumab,Läkemedel,ATC-koder
L04AD,L04A,L04AD,Kalcineurinhämmare,Läkemedel,ATC-koder
L04AD01,L04AD,L04AD01,Ciklosporin,Läkemedel,ATC-koder
L04AD02,L04AD,L04AD02,Takrolimus,Läkemedel,ATC-koder
L04AX,L04A,L04AX,Övriga immunsuppressiva medel,Läkemedel,ATC-koder
L04AX01,L04AX,L04AX01,Azatioprin,Läkemedel,ATC-koder
L04AX02,L04AX,L04AX02,Talidomid,Läkemedel,ATC-koder
L04AX03,L04AX,L04AX03,Metotrexat,Läkemedel,ATC-koder
L04AX04,L04AX,L04AX04,Lenalidomid,Läkemedel,ATC-koder
L04AX05,L04AX,L04AX05,Pirfenidon,Läkemedel,ATC-koder
L04AX06,L04AX,L04AX06,Pomalidomid,Läkemedel,ATC-koder
L04AX07,L04AX,L04AX07,Dimetylfumarat,Läkemedel,ATC-koder
M,0,M,Rörelseapparaten,Läkemedel,ATC-koder
M01,M,M01,Antiinflammatoriska och antireumatiska medel,Läkemedel,ATC-koder
M01A,M01,M01A,"Antiinflammatoriska och antireumatiska medel, icke-steroida",Läkemedel,ATC-koder
M01AA,M01A,M01AA,Butylpyrazolidiner,Läkemedel,ATC-koder
M01AA01,M01AA,M01AA01,Fenylbutazon,Läkemedel,ATC-koder
M01AB,M01A,M01AB,Ättiksyraderivat och närbesläktade substanser,Läkemedel,ATC-koder
M01AB01,M01AB,M01AB01,Indometacin,Läkemedel,ATC-koder
M01AB02,M01AB,M01AB02,Sulindak,Läkemedel,ATC-koder
M01AB05,M01AB,M01AB05,Diklofenak,Läkemedel,ATC-koder
M01AB15,M01AB,M01AB15,Ketorolak,Läkemedel,ATC-koder
M01AB16,M01AB,M01AB16,Aceklofenak,Läkemedel,ATC-koder
M01AB55,M01AB,M01AB55,"Diklofenak, kombinationer",Läkemedel,ATC-koder
M01AC,M01A,M01AC,Oxikamer,Läkemedel,ATC-koder
M01AC01,M01AC,M01AC01,Piroxikam,Läkemedel,ATC-koder
M01AC02,M01AC,M01AC02,Tenoxikam,Läkemedel,ATC-koder
M01AC05,M01AC,M01AC05,Lornoxikam,Läkemedel,ATC-koder
M01AC06,M01AC,M01AC06,Meloxikam,Läkemedel,ATC-koder
M01AE,M01A,M01AE,Propionsyraderivat,Läkemedel,ATC-koder
M01AE01,M01AE,M01AE01,Ibuprofen,Läkemedel,ATC-koder
M01AE02,M01AE,M01AE02,Naproxen,Läkemedel,ATC-koder
M01AE03,M01AE,M01AE03,Ketoprofen,Läkemedel,ATC-koder
M01AE09,M01AE,M01AE09,Flurbiprofen,Läkemedel,ATC-koder
M01AE14,M01AE,M01AE14,Dexibuprofen,Läkemedel,ATC-koder
M01AE52,M01AE,M01AE52,Naproxen och esomeprazol,Läkemedel,ATC-koder
M01AH,M01A,M01AH,Coxiber,Läkemedel,ATC-koder
M01AH01,M01AH,M01AH01,Celecoxib,Läkemedel,ATC-koder
M01AH02,M01AH,M01AH02,Rofecoxib,Läkemedel,ATC-koder
M01AH04,M01AH,M01AH04,Parecoxib,Läkemedel,ATC-koder
M01AH05,M01AH,M01AH05,Etoricoxib,Läkemedel,ATC-koder
M01AH06,M01AH,M01AH06,Lumiracoxib,Läkemedel,ATC-koder
M01AX,M01A,M01AX,Övriga icke-steroida antiinflammatoriska och antireumatiska medel,Läkemedel,ATC-koder
M01AX01,M01AX,M01AX01,Nabumeton,Läkemedel,ATC-koder
M01AX05,M01AX,M01AX05,Glukosamin,Läkemedel,ATC-koder
M01AX25,M01AX,M01AX25,Kondroitinsulfat,Läkemedel,ATC-koder
M01B,M01,M01B,Antiinflammatoriska/antireumatiska medel i kombination,Läkemedel,ATC-koder
M01BX,M01B,M01BX,Övriga kombinationer med antiinflammatoriska/antireumatiska medel,Läkemedel,ATC-koder
M01C,M01,M01C,Specifika antireumatiska medel,Läkemedel,ATC-koder
M01CB,M01C,M01CB,Guldpreparat,Läkemedel,ATC-koder
M01CB01,M01CB,M01CB01,Natriumaurotiomalat,Läkemedel,ATC-koder
M01CB03,M01CB,M01CB03,Auranofin,Läkemedel,ATC-koder
M01CC,M01C,M01CC,Penicillamin och liknande medel,Läkemedel,ATC-koder
M01CC01,M01CC,M01CC01,Penicillamin,Läkemedel,ATC-koder
M01CX,M01C,M01CX,Övriga specifika antireumatiska medel,Läkemedel,ATC-koder
M02,M,M02,Utvärtes medel vid led- och muskelsmärtor,Läkemedel,ATC-koder
M02A,M02,M02A,Utvärtes medel vid led- och muskelsmärtor,Läkemedel,ATC-koder
M02AA,M02A,M02AA,"Antiinflammatoriska medel, icke-steroider för utvärtes bruk",Läkemedel,ATC-koder
M02AA10,M02AA,M02AA10,Ketoprofen,Läkemedel,ATC-koder
M02AA13,M02AA,M02AA13,Ibuprofen,Läkemedel,ATC-koder
M02AA15,M02AA,M02AA15,Diklofenak,Läkemedel,ATC-koder
M02AB,M02A,M02AB,Kapsaicin och liknande medel,Läkemedel,ATC-koder
M02AC,M02A,M02AC,Salicylsyraderivat,Läkemedel,ATC-koder
M02AX,M02A,M02AX,Övriga utvärtes medel för led- och muskelsmärtor,Läkemedel,ATC-koder
M02AX10,M02AX,M02AX10,Övrigt,Läkemedel,ATC-koder
M03,M,M03,Muskelavslappande medel,Läkemedel,ATC-koder
M03A,M03,M03A,"Muskelavslappande medel, perifert verkande",Läkemedel,ATC-koder
M03AB,M03A,M03AB,Kolinderivat,Läkemedel,ATC-koder
M03AB01,M03AB,M03AB01,Suxametonium,Läkemedel,ATC-koder
M03AC,M03A,M03AC,Övriga kvartära ammoniumföreningar,Läkemedel,ATC-koder
M03AC01,M03AC,M03AC01,Pankuronium,Läkemedel,ATC-koder
M03AC03,M03AC,M03AC03,Vekuronium,Läkemedel,ATC-koder
M03AC04,M03AC,M03AC04,Atrakurium,Läkemedel,ATC-koder
M03AC10,M03AC,M03AC10,Mivakuriumklorid,Läkemedel,ATC-koder
M03AX,M03A,M03AX,"Övriga muskelavslappande medel, perifert verkande",Läkemedel,ATC-koder
M03AX01,M03AX,M03AX01,Botulinum toxin,Läkemedel,ATC-koder
M03B,M03,M03B,"Muskelavslappande medel, centralt verkande",Läkemedel,ATC-koder
M03BA,M03B,M03BA,Karbaminsyraestrar,Läkemedel,ATC-koder
M03BA02,M03BA,M03BA02,Karisoprodol,Läkemedel,ATC-koder
M03BA03,M03BA,M03BA03,Metokarbamol,Läkemedel,ATC-koder
M03BA52,M03BA,M03BA52,"Karisoprodol, kombinationer exkl. psykoleptika",Läkemedel,ATC-koder
M03BB,M03B,M03BB,"Oxazol-, tiazin- och triazinderivat",Läkemedel,ATC-koder
M03BB03,M03BB,M03BB03,Klorzoxazon,Läkemedel,ATC-koder
M03BB53,M03BB,M03BB53,"Klorzoxazon, kombinationer exkl. psykoleptika",Läkemedel,ATC-koder
M03BC,M03B,M03BC,"Etrar, kemiskt besläktade med antihistaminer",Läkemedel,ATC-koder
M03BC01,M03BC,M03BC01,Orfenadrin,Läkemedel,ATC-koder
M03BC51,M03BC,M03BC51,"Orfenadrin, kombinationer",Läkemedel,ATC-koder
M03BX,M03B,M03BX,"Övriga muskelavslappande medel, centralt verkande",Läkemedel,ATC-koder
M03BX01,M03BX,M03BX01,Baklofen,Läkemedel,ATC-koder
M03BX02,M03BX,M03BX02,Tizanidin,Läkemedel,ATC-koder
M03BX04,M03BX,M03BX04,Tolperison,Läkemedel,ATC-koder
M03C,M03,M03C,"Muskelavslappande medel, direktverkande",Läkemedel,ATC-koder
M03CA,M03C,M03CA,Dantrolen och derivat,Läkemedel,ATC-koder
M03CA01,M03CA,M03CA01,Dantrolen,Läkemedel,ATC-koder
M04,M,M04,Giktmedel,Läkemedel,ATC-koder
M04A,M04,M04A,Giktmedel,Läkemedel,ATC-koder
M04AA,M04A,M04AA,Medel som hämmar produktionen av urinsyra,Läkemedel,ATC-koder
M04AA01,M04AA,M04AA01,Allopurinol,Läkemedel,ATC-koder
M04AA03,M04AA,M04AA03,Febuxostat,Läkemedel,ATC-koder
M04AB,M04A,M04AB,Medel som ökar utsöndringen av urinsyra,Läkemedel,ATC-koder
M04AB01,M04AB,M04AB01,Probenecid,Läkemedel,ATC-koder
M04AB03,M04AB,M04AB03,Bensbromaron,Läkemedel,ATC-koder
M04AC,M04A,M04AC,Medel utan effekt på urinsyrametabolismen,Läkemedel,ATC-koder
M04AC01,M04AC,M04AC01,Kolkicin,Läkemedel,ATC-koder
M05,M,M05,Medel för behandling av skelettsjukdomar,Läkemedel,ATC-koder
M05B,M05,M05B,Medel som påverkar benvävnad och mineralisering,Läkemedel,ATC-koder
M05BA,M05B,M05BA,Bisfosfonater,Läkemedel,ATC-koder
M05BA01,M05BA,M05BA01,Etidronat,Läkemedel,ATC-koder
M05BA02,M05BA,M05BA02,Klodronat,Läkemedel,ATC-koder
M05BA03,M05BA,M05BA03,Pamidronat,Läkemedel,ATC-koder
M05BA04,M05BA,M05BA04,Alendronsyra,Läkemedel,ATC-koder
M05BA05,M05BA,M05BA05,Tiludronsyra,Läkemedel,ATC-koder
M05BA06,M05BA,M05BA06,Ibandronsyra,Läkemedel,ATC-koder
M05BA07,M05BA,M05BA07,Risedronsyra,Läkemedel,ATC-koder
M05BA08,M05BA,M05BA08,Zoledronsyra,Läkemedel,ATC-koder
M05BB,M05B,M05BB,"Bisfosfonater, kombinationer",Läkemedel,ATC-koder
M05BB01,M05BB,M05BB01,"Etidronsyra och kalcium, sekvenspreparat",Läkemedel,ATC-koder
M05BB02,M05BB,M05BB02,"Risedronsyra och kalcium, sekvenspreparat",Läkemedel,ATC-koder
M05BB03,M05BB,M05BB03,Alendronsyra och kolekalciferol,Läkemedel,ATC-koder
M05BB05,M05BB,M05BB05,"Alendronsyra, kalcium och kolekalciferol sekvenspreparat",Läkemedel,ATC-koder
M05BC,M05B,M05BC,Benmorfogenetiska proteiner,Läkemedel,ATC-koder
M05BC01,M05BC,M05BC01,Dibotermin alfa,Läkemedel,ATC-koder
M05BC02,M05BC,M05BC02,Eptotermin alfa,Läkemedel,ATC-koder
M05BX,M05B,M05BX,Övriga medel som påverkar benstruktur och mineralisering,Läkemedel,ATC-koder
M05BX03,M05BX,M05BX03,Strontiumranelat,Läkemedel,ATC-koder
M05BX04,M05BX,M05BX04,Denosumab,Läkemedel,ATC-koder
M09,M,M09,Övriga medel för sjukdomar i rörelseapparaten,Läkemedel,ATC-koder
M09A,M09,M09A,Övriga medel för sjukdomar i rörelseapparaten,Läkemedel,ATC-koder
M09AB,M09A,M09AB,Enzymer,Läkemedel,ATC-koder
M09AB02,M09AB,M09AB02,"Kollagenas, Clostridium histolyticum",Läkemedel,ATC-koder
M09AX,M09A,M09AX,Övriga medel för sjukdomar i rörelseapparaten,Läkemedel,ATC-koder
M09AX01,M09AX,M09AX01,Hyaluronsyra,Läkemedel,ATC-koder
M09AX03,M09AX,M09AX03,Ataluren,Läkemedel,ATC-koder
N,0,N,Nervsystemet,Läkemedel,ATC-koder
N01,N,N01,Anestetika,Läkemedel,ATC-koder
N01A,N01,N01A,Allmänanestetika,Läkemedel,ATC-koder
N01AB,N01A,N01AB,Halogenerade kolväten,Läkemedel,ATC-koder
N01AB06,N01AB,N01AB06,Isofluran,Läkemedel,ATC-koder
N01AB08,N01AB,N01AB08,Sevofluran,Läkemedel,ATC-koder
N01AF,N01A,N01AF,Barbiturater,Läkemedel,ATC-koder
N01AF01,N01AF,N01AF01,Metohexital,Läkemedel,ATC-koder
N01AF03,N01AF,N01AF03,Tiopental,Läkemedel,ATC-koder
N01AH,N01A,N01AH,Opioidanestetika,Läkemedel,ATC-koder
N01AH01,N01AH,N01AH01,Fentanyl,Läkemedel,ATC-koder
N01AH02,N01AH,N01AH02,Alfentanil,Läkemedel,ATC-koder
N01AH03,N01AH,N01AH03,Sufentanil,Läkemedel,ATC-koder
N01AH06,N01AH,N01AH06,Remifentanil,Läkemedel,ATC-koder
N01AH51,N01AH,N01AH51,"Fentanyl, kombinationer",Läkemedel,ATC-koder
N01AX,N01A,N01AX,Övriga allmänanestetika,Läkemedel,ATC-koder
N01AX03,N01AX,N01AX03,Ketamin,Läkemedel,ATC-koder
N01AX10,N01AX,N01AX10,Propofol,Läkemedel,ATC-koder
N01AX14,N01AX,N01AX14,Esketamin,Läkemedel,ATC-koder
N01B,N01,N01B,Lokalanestetika,Läkemedel,ATC-koder
N01BA,N01B,N01BA,Aminosyrabensoestrar,Läkemedel,ATC-koder
N01BA03,N01BA,N01BA03,Tetrakain,Läkemedel,ATC-koder
N01BB,N01B,N01BB,Amider,Läkemedel,ATC-koder
N01BB01,N01BB,N01BB01,Bupivakain,Läkemedel,ATC-koder
N01BB02,N01BB,N01BB02,Lidokain,Läkemedel,ATC-koder
N01BB03,N01BB,N01BB03,Mepivakain,Läkemedel,ATC-koder
N01BB04,N01BB,N01BB04,Prilokain,Läkemedel,ATC-koder
N01BB09,N01BB,N01BB09,Ropivakain,Läkemedel,ATC-koder
N01BB10,N01BB,N01BB10,Levobupivakain,Läkemedel,ATC-koder
N01BB20,N01BB,N01BB20,Kombinationer,Läkemedel,ATC-koder
N01BB51,N01BB,N01BB51,"Bupivakain, kombinationer",Läkemedel,ATC-koder
N01BB52,N01BB,N01BB52,"Lidokain, kombinationer",Läkemedel,ATC-koder
N01BB53,N01BB,N01BB53,"Mepivakain, kombinationer",Läkemedel,ATC-koder
N01BB54,N01BB,N01BB54,"Prilokain, kombinationer",Läkemedel,ATC-koder
N01BB58,N01BB,N01BB58,"Artikain, kombinationer",Läkemedel,ATC-koder
N01BX,N01B,N01BX,Övriga lokalanestetika,Läkemedel,ATC-koder
N01BX03,N01BX,N01BX03,Fenol,Läkemedel,ATC-koder
N01BX04,N01BX,N01BX04,Kapsaicin,Läkemedel,ATC-koder
N02,N,N02,Analgetika,Läkemedel,ATC-koder
N02A,N02,N02A,Opioider,Läkemedel,ATC-koder
N02AA,N02A,N02AA,"Naturliga opiumalkaloider, opiater",Läkemedel,ATC-koder
N02AA01,N02AA,N02AA01,Morfin,Läkemedel,ATC-koder
N02AA03,N02AA,N02AA03,Hydromorfon,Läkemedel,ATC-koder
N02AA05,N02AA,N02AA05,Oxikodon,Läkemedel,ATC-koder
N02AA55,N02AA,N02AA55,Oxikodon och naloxon,Läkemedel,ATC-koder
N02AA59,N02AA,N02AA59,"Kodein, kombinationer exkl. neuroleptika",Läkemedel,ATC-koder
N02AB,N02A,N02AB,Fenylpiperidinderivat,Läkemedel,ATC-koder
N02AB01,N02AB,N02AB01,Ketobemidon,Läkemedel,ATC-koder
N02AB02,N02AB,N02AB02,Petidin,Läkemedel,ATC-koder
N02AB03,N02AB,N02AB03,Fentanyl,Läkemedel,ATC-koder
N02AC,N02A,N02AC,Difenylpropylaminderivat,Läkemedel,ATC-koder
N02AC04,N02AC,N02AC04,Dextropropoxifen,Läkemedel,ATC-koder
N02AC54,N02AC,N02AC54,"Dextropropoxifen, kombinationer exkl. neuroleptika",Läkemedel,ATC-koder
N02AD,N02A,N02AD,Bensomorfanderivat,Läkemedel,ATC-koder
N02AD01,N02AD,N02AD01,Pentazocin,Läkemedel,ATC-koder
N02AE,N02A,N02AE,Oripavinderivat,Läkemedel,ATC-koder
N02AE01,N02AE,N02AE01,Buprenorfin,Läkemedel,ATC-koder
N02AF,N02A,N02AF,Morfinderivat,Läkemedel,ATC-koder
N02AF02,N02AF,N02AF02,Nalbufin,Läkemedel,ATC-koder
N02AG,N02A,N02AG,Opiater och opioider i kombination med spasmolytika,Läkemedel,ATC-koder
N02AG01,N02AG,N02AG01,Morfin och spasmolytika,Läkemedel,ATC-koder
N02AG02,N02AG,N02AG02,Ketobemidon och spasmolytika,Läkemedel,ATC-koder
N02AG04,N02AG,N02AG04,Hydromorfon och spasmolytika,Läkemedel,ATC-koder
N02AJ,N02A,N02AJ,Opioider i kombination med icke-opioida analgetika,Läkemedel,ATC-koder
N02AJ06,N02AJ,N02AJ06,Kodein och paracetamol,Läkemedel,ATC-koder
N02AJ08,N02AJ,N02AJ08,Kodein och ibuprofen,Läkemedel,ATC-koder
N02AJ09,N02AJ,N02AJ09,Kodein och övriga icke-opioida analgetika,Läkemedel,ATC-koder
N02AJ13,N02AJ,N02AJ13,Tramadol och paracetamol,Läkemedel,ATC-koder
N02AX,N02A,N02AX,Övriga opioider,Läkemedel,ATC-koder
N02AX01,N02AX,N02AX01,Tilidin,Läkemedel,ATC-koder
N02AX02,N02AX,N02AX02,Tramadol,Läkemedel,ATC-koder
N02AX06,N02AX,N02AX06,Tapentadol,Läkemedel,ATC-koder
N02B,N02,N02B,Övriga analgetika och antipyretika,Läkemedel,ATC-koder
N02BA,N02B,N02BA,Salicylsyra och derivat,Läkemedel,ATC-koder
N02BA01,N02BA,N02BA01,Acetylsalicylsyra,Läkemedel,ATC-koder
N02BA11,N02BA,N02BA11,Diflunisal,Läkemedel,ATC-koder
N02BA51,N02BA,N02BA51,"Acetylsalicylsyra, kombinationer exkl. neuroleptika",Läkemedel,ATC-koder
N02BB,N02B,N02BB,Pyrazolonderivat,Läkemedel,ATC-koder
N02BB02,N02BB,N02BB02,Metamizolnatrium,Läkemedel,ATC-koder
N02BB51,N02BB,N02BB51,"Fenazon, kombinationer exkl. neuroleptika",Läkemedel,ATC-koder
N02BE,N02B,N02BE,"Anilider, inkl kombinationer",Läkemedel,ATC-koder
N02BE01,N02BE,N02BE01,Paracetamol,Läkemedel,ATC-koder
N02BE51,N02BE,N02BE51,"Paracetamol, kombinationer exkl. neuroleptika",Läkemedel,ATC-koder
N02BE71,N02BE,N02BE71,"Paracetamol, kombinationer med neuroleptika",Läkemedel,ATC-koder
N02BG,N02B,N02BG,Övriga analgetika och antipyretika,Läkemedel,ATC-koder
N02BG07,N02BG,N02BG07,Flupirtin,Läkemedel,ATC-koder
N02BG08,N02BG,N02BG08,Zikonotid,Läkemedel,ATC-koder
N02BG10,N02BG,N02BG10,Kannabinoider,Läkemedel,ATC-koder
N02C,N02,N02C,Medel vid migrän,Läkemedel,ATC-koder
N02CA,N02C,N02CA,Mjöldrygealkaloider,Läkemedel,ATC-koder
N02CA01,N02CA,N02CA01,Dihydroergotamin,Läkemedel,ATC-koder
N02CA04,N02CA,N02CA04,Metysergid,Läkemedel,ATC-koder
N02CA07,N02CA,N02CA07,Lisurid,Läkemedel,ATC-koder
N02CA52,N02CA,N02CA52,"Ergotamin, kombinationer exkl. neuroleptika",Läkemedel,ATC-koder
N02CA72,N02CA,N02CA72,"Ergotamin, kombinationer med neuroleptika",Läkemedel,ATC-koder
N02CC,N02C,N02CC,Selektiva serotonin(5HT1)agonister,Läkemedel,ATC-koder
N02CC01,N02CC,N02CC01,Sumatriptan,Läkemedel,ATC-koder
N02CC02,N02CC,N02CC02,Naratriptan,Läkemedel,ATC-koder
N02CC03,N02CC,N02CC03,Zolmitriptan,Läkemedel,ATC-koder
N02CC04,N02CC,N02CC04,Rizatriptan,Läkemedel,ATC-koder
N02CC05,N02CC,N02CC05,Almotriptan,Läkemedel,ATC-koder
N02CC06,N02CC,N02CC06,Eletriptan,Läkemedel,ATC-koder
N02CC07,N02CC,N02CC07,Frovatriptan,Läkemedel,ATC-koder
N02CX,N02C,N02CX,Övriga migränmedel,Läkemedel,ATC-koder
N02CX01,N02CX,N02CX01,Pizotifen,Läkemedel,ATC-koder
N02CX02,N02CX,N02CX02,Klonidin,Läkemedel,ATC-koder
N02CX07,N02CX,N02CX07,Erenumab,Läkemedel,ATC-koder
N03,N,N03,Antiepileptika,Läkemedel,ATC-koder
N03A,N03,N03A,Antiepileptika,Läkemedel,ATC-koder
N03AA,N03A,N03AA,Barbitursyraderivat,Läkemedel,ATC-koder
N03AA02,N03AA,N03AA02,Fenobarbital,Läkemedel,ATC-koder
N03AA03,N03AA,N03AA03,Primidon,Läkemedel,ATC-koder
N03AB,N03A,N03AB,Hydantoinderivat,Läkemedel,ATC-koder
N03AB02,N03AB,N03AB02,Fenytoin,Läkemedel,ATC-koder
N03AB05,N03AB,N03AB05,Fosfenytoin,Läkemedel,ATC-koder
N03AD,N03A,N03AD,Succinimidderivat,Läkemedel,ATC-koder
N03AD01,N03AD,N03AD01,Etosuximid,Läkemedel,ATC-koder
N03AE,N03A,N03AE,Bensodiazepinderivat,Läkemedel,ATC-koder
N03AE01,N03AE,N03AE01,Klonazepam,Läkemedel,ATC-koder
N03AF,N03A,N03AF,Karboxamidderivat,Läkemedel,ATC-koder
N03AF01,N03AF,N03AF01,Karbamazepin,Läkemedel,ATC-koder
N03AF02,N03AF,N03AF02,Oxkarbazepin,Läkemedel,ATC-koder
N03AF03,N03AF,N03AF03,Rufinamid,Läkemedel,ATC-koder
N03AF04,N03AF,N03AF04,Eslikarbazepin,Läkemedel,ATC-koder
N03AG,N03A,N03AG,Fettsyraderivat,Läkemedel,ATC-koder
N03AG01,N03AG,N03AG01,Valproinsyra,Läkemedel,ATC-koder
N03AG04,N03AG,N03AG04,Vigabatrin,Läkemedel,ATC-koder
N03AG06,N03AG,N03AG06,Tiagabin,Läkemedel,ATC-koder
N03AX,N03A,N03AX,Övriga antiepileptika,Läkemedel,ATC-koder
N03AX03,N03AX,N03AX03,Sultiam,Läkemedel,ATC-koder
N03AX09,N03AX,N03AX09,Lamotrigin,Läkemedel,ATC-koder
N03AX10,N03AX,N03AX10,Felbamat,Läkemedel,ATC-koder
N03AX11,N03AX,N03AX11,Topiramat,Läkemedel,ATC-koder
N03AX12,N03AX,N03AX12,Gabapentin,Läkemedel,ATC-koder
N03AX14,N03AX,N03AX14,Levetiracetam,Läkemedel,ATC-koder
N03AX15,N03AX,N03AX15,Zonisamid,Läkemedel,ATC-koder
N03AX16,N03AX,N03AX16,Pregabalin,Läkemedel,ATC-koder
N03AX17,N03AX,N03AX17,Stiripentol,Läkemedel,ATC-koder
N03AX18,N03AX,N03AX18,Lakosamid,Läkemedel,ATC-koder
N03AX21,N03AX,N03AX21,Retigabin,Läkemedel,ATC-koder
N03AX22,N03AX,N03AX22,Perampanel,Läkemedel,ATC-koder
N03AX23,N03AX,N03AX23,Brivaracetam,Läkemedel,ATC-koder
N03AX24,N03AX,N03AX24,Cannabidiol,Läkemedel,ATC-koder
N04,N,N04,Medel vid parkinsonism,Läkemedel,ATC-koder
N04A,N04,N04A,Antikolinergika,Läkemedel,ATC-koder
N04AA,N04A,N04AA,"Antikolinergika, tertiära aminer",Läkemedel,ATC-koder
N04AA01,N04AA,N04AA01,Trihexyfenidyl,Läkemedel,ATC-koder
