operation,grp,code,name
FDA,FD,FDA,Operationer för HLHS (syndrom med hypoplastisk vänsterkammare)
FDA00,FDA,FDA00,Aortaplastik och aortopulmonal shunt
FDA10,FDA,FDA10,Aortaplastik och ventrikulopulmonal shunt för HLHS
FDA96,FDA,FDA96,Annan operation för HLHS
FDB,FD,FDB,Operationer för TGA (transposition av aorta och arteria pulmonalis)
FDB00,FDB,FDB00,Operation för enkel TGA
FDB03,FDB,FDB03,Artärswitch för TGA
FDB10,FDB,FDB10,Operation för komplicerad TGA
FDB20,FDB,FDB20,Switchoperation för annan medfödd hjärtmissbildning
FDB96,FDB,FDB96,Annan operation för TGA
FDC,FD,FDC,Operationer för truncus arteriosus communis
FDC00,FDC,FDC00,Reparation av truncus arteriosus communis med protes utan klaff från höger kammare till a. pulmonalis
FDC10,FDC,FDC10,Reparation av truncus arteriosus communis med klaffbärande protes
FDC20,FDC,FDC20,Reparation av truncus arteriosus communis med anastomos från höger kammare till arteria pulmonalis
FDC96,FDC,FDC96,Annan reparation av truncus arteriosus communis
FDD,FD,FDD,Slutning av medfödd fistel från aorta
FDD00,FDD,FDD00,Slutning av aortopulmonal tunnel
FDD10,FDD,FDD10,Ligatur av aortopulmonalt fönster
FDD13,FDD,FDD13,Slutning av aortopulmonalt fönster med sutur
FDD20,FDD,FDD20,Slutning av aortopulmonalt fönster med patch
FDD96,FDD,FDD96,Annan operation för kongenital fistel från aorta
FDE,FD,FDE,Slutning av ductus arteriosus
FDE00,FDE,FDE00,Slutning av ductus arteriosus
FDE10,FDE,FDE10,Ligatur av ductus arteriosus
FDE20,FDE,FDE20,Delning av ductus arteriosus
FDE31,FDE,FDE31,Torakoskopisk slutning av öppen ductus arteriosus
FDE32,FDE,FDE32,Perkutan transluminal slutning av ductus arteriosus
FDE96,FDE,FDE96,Annan operation vid ductus arteriosus
FDF,FD,FDF,Slutning av aortopulmonalakollateraler
FDF00,FDF,FDF00,Slutning av aortopulmonala kollateraler
FDF05,FDF,FDF05,Perkutan transluminal slutning av aortopulmonala kollateraler
FDG,FD,FDG,Operationer vid supravalvulär aortastenos
FDG00,FDG,FDG00,Rekonstruktion av aorta ascendens vid supravalvulär aortastenos
FDG10,FDG,FDG10,Rekonstruktion av aorta ascendens med patch vid supravalvulär aortastenos
FDG96,FDG,FDG96,Annan operation vid supravalvulär aortastenos
FDH,FD,FDH,Rekonstruktioner vid hypoplasi och atresi av aortabågen
FDH00,FDH,FDH00,End-to-end-rekonstruktion av aortabågen
FDH10,FDH,FDH10,Rekonstruktion av aortabågen med patch
FDH30,FDH,FDH30,Rekonstruktion av aortabågen med kärlprotes
FDH40,FDH,FDH40,Rekonstruktion av aortabågen med bypass
FDH96,FDH,FDH96,Annan rekonstruktion vid hypoplasi eller atresi av aortabågen
FDJ,FD,FDJ,Rekonstruktioner vid aortakoarktation
FDJ00,FDJ,FDJ00,End-to-end-rekonstruktion vid aortakoarktation
FDJ10,FDJ,FDJ10,Aortaplastik med arteria subclavia eller arteria carotis
FDJ20,FDJ,FDJ20,Aortaplastik med patch
FDJ30,FDJ,FDJ30,Rekonstruktion vid aortakoarktation med kärlprotes
FDJ42,FDJ,FDJ42,Perkutan transluminal angioplastik vid aortakoarktation
FDJ96,FDJ,FDJ96,Annan rekonstruktion vid aortakoarktation
FDM,FD,FDM,Operationer för kärlringsanomali vid aortabågen
FDM00,FDM,FDM00,Delning av dubbel aortabåge
FDM10,FDM,FDM10,Delning av annan kärlringsanomali vid aortabågen
FDM11,FDM,FDM11,Torakoskopisk delning av annan kärlringsanomali vid aortabågen
FDM20,FDM,FDM20,Transposition av artärslynga
FDM96,FDM,FDM96,Annan operation för kärlringsanomali vid aortabågen
FDN,FD,FDN,Operationer på ductus arteriosus för att bevara öppetstående
FDN02,FDN,FDN02,Perkutan transluminal inläggning av stent i ductus arteriosus
FDW,FD,FDW,Andra operationer för anomalier och defekter med relation till bröstaorta
FDW96,FDW,FDW96,Annan operation för anomali eller defekt med relation till bröstaorta
FE,F,FE,Operationer på perikardiet
FEA,FE,FEA,Slutet externt dränage av perikardiet
FEA00,FEA,FEA00,Slutet externt dränage av perikardiet
FEB,FE,FEB,Perikardiotomi
FEB00,FEB,FEB00,Exploration av perikardiet
FEB10,FEB,FEB10,Dekompression och dränage av perikardiet
FEB51,FEB,FEB51,Torakoskopisk perikardiotomi
FEB96,FEB,FEB96,Annan perikardiotomi
FEC,FE,FEC,Intern perikardiostomi
FEC00,FEC,FEC00,Perikardio-pleurostomi
FEC01,FEC,FEC01,Torakoskopisk perikardio-pleurostomi
FEC10,FEC,FEC10,Perikardio-peritoneostomi
FEC96,FEC,FEC96,Annan intern perikardiostomi
FED,FE,FED,Reparation av perikardiet
FED00,FED,FED00,Sutur av perikardiet
FED03,FED,FED03,Rekonstruktion av perikardiet med patch
FED10,FED,FED10,Sutur av perikardiet och diafragma
FED96,FED,FED96,Annan reparation av perikardiet
FEE,FE,FEE,Biopsier och excisioner av patologisk förändring i perikardiet
FEE00,FEE,FEE00,Biopsi av perikardiet
FEE01,FEE,FEE01,Torakoskopisk biopsi av perikardiet
FEE10,FEE,FEE10,Excision av patologisk förändring i perikardiet
FEE96,FEE,FEE96,Annan biopsi eller excision av patologisk förändring i perikardiet
FEF,FE,FEF,Resektioner och exstirpationer av perikardiet
FEF00,FEF,FEF00,Perikardektomi
FEF10,FEF,FEF10,Subtotal perikardektomi
FEF20,FEF,FEF20,Perikardektomi med dekortikation av hjärtytan
FEF31,FEF,FEF31,Torakoskopisk perikardektomi
FEF96,FEF,FEF96,Annan resektion eller exstirpation av perikardiet
FEW,FE,FEW,Andra operationer på perikardiet
FEW96,FEW,FEW96,Annan operation på perikardiet
FF,F,FF,"Operationer på förmak, förmaksseptum och lungvener"
FFA,FF,FFA,Biopsier och excisioner av patologisk förändring i förmak
FFA00,FFA,FFA00,Biopsi av förmak
FFA02,FFA,FFA02,Perkutan transluminal biopsi av förmak
FFA10,FFA,FFA10,Excision av patologisk förändring i förmak
FFA20,FFA,FFA20,Excision av tromber i förmak
FFA30,FFA,FFA30,Avlägsnande av främmande kropp i förmak
FFA32,FFA,FFA32,Perkutant transluminalt avlägsnande av främmande kropp från förmak
FFA96,FFA,FFA96,Annan biopsi eller excision av patologisk förändring i förmak
FFB,FF,FFB,Reparationer av skada på förmak
FFB00,FFB,FFB00,Sutur av förmak
FFB10,FFB,FFB10,Rekonstruktion av förmak vid skada
FFB96,FFB,FFB96,Annan reparation av skada på förmak
FFC,FF,FFC,Slutning av isolerad förmaksseptumdefekt
FFC00,FFC,FFC00,"Sutur av ASD, sekundumtyp"
FFC10,FFC,FFC10,"Sutur av ASD, sinus venosustyp"
FFC22,FFC,FFC22,"Perkutan transluminal slutning av ASD, sekundumtyp"
FFC32,FFC,FFC32,"Perkutan transluminal slutning av ASD, sinus venosustyp"
FFC50,FFC,FFC50,"Slutning av ASD med patch, sekundumtyp"
FFC60,FFC,FFC60,"Slutning av ASD med patch, sinus venosustyp"
FFC96,FFC,FFC96,Annan operation vid isolerad förmaksseptumdefekt
FFD,FF,FFD,Operationer vid inkomplett atrioventrikulär septumdefekt
FFD00,FFD,FFD00,Sutur av inkomplett atrioventrikulär septumdefekt
FFD20,FFD,FFD20,Slutning av inkomplett atrioventrikulär septumdefekt med patch
FFD96,FFD,FFD96,Annan operation vid inkomplett atrioventrikulär septumdefekt
FFE,FF,FFE,Anläggande och förstoring av förmaksseptumdefekt
FFE00,FFE,FFE00,"Anläggande av ASD, slutet"
FFE02,FFE,FFE02,"Anläggande av ASD, perkutant transluminalt"
FFE10,FFE,FFE10,"Anläggande eller förstoring av ASD, öppet"
FFE96,FFE,FFE96,Annan operation för atrioseptostomi
FFF,FF,FFF,Transponering av partiellt anomalt mynnande lungvener
FFF00,FFF,FFF00,Transponering med intraatrial patch
FFF10,FFF,FFF10,Anläggande eller förstoring av ASD inkl. transponering med patch
FFF20,FFF,FFF20,Anastomos till vänster förmak
FFF96,FFF,FFF96,Annan operation vid partiellt anomalt mynnande lungvener
FFG,FF,FFG,Transponering av totalt anomalt mynnande lungvener
FFG00,FFG,FFG00,Reparation vid suprakardiell TAPVD
FFG10,FFG,FFG10,Reparation vid kardiell TAPVD
FFG20,FFG,FFG20,Reparation vid infrakardiell TAPVD
FFG30,FFG,FFG30,Reparation vid blandad TAPVD
FFG96,FFG,FFG96,Annan operation vid totalt anomalt mynnande lungvener
FFH,FF,FFH,Operationer för lungvensstenos
FFH00,FFH,FFH00,Operation vid primär lungvensstenos
FFH10,FFH,FFH10,Operation vid lungvensstenos efter tidigare korrigerad TAPVD
FFH22,FFH,FFH22,Perkutan transluminal angioplastik av lungven
FFH25,FFH,FFH25,Perkutan transluminal angioplastik av lungven med inläggande av stent
FFH96,FFH,FFH96,Annan operation för lungvensstenos
FFJ,FF,FFJ,Intraatrial korrektion av systemvenöst blodflöde
FFJ00,FFJ,FFJ00,Intraatrial korrektion utan patch
FFJ10,FFJ,FFJ10,Intraatrial korrektion med patch
FFJ96,FFJ,FFJ96,Annan intraatrial korrektion
FFK,FF,FFK,Atrial anastomosoperation
FFK10,FFK,FFK10,Atrioventrikulär anastomos
FFK20,FFK,FFK20,Atriopulmonell anastomos
FFK96,FFK,FFK96,Annan atrial anastomosoperation
FFL,FF,FFL,Rekonstruktioner vid cor triatriatum
FFL00,FFL,FFL00,Resektion av intraatrialt membran
FFL10,FFL,FFL10,Resektion av membran och slutning av ASD
FFL96,FFL,FFL96,Annan rekonstruktion vid cor triatriatum
FFW,FF,FFW,Andra operationer på förmak
FFW02,FFW,FFW02,Perkutan transluminal förslutning av vänster hjärtöra (LAAO)
FFW96,FFW,FFW96,Annan operation på förmak
FG,F,FG,Operationer på trikuspidalklaffen
FGA,FG,FGA,Rekonstruktioner av trikuspidalklaffen vid stenos
FGA00,FGA,FGA00,Kommissurotomi vid kongenital stenos
FGA10,FGA,FGA10,Kommissurotomi vid förvärvad stenos
FGA32,FGA,FGA32,Perkutan transluminal vidgning av trikuspidalstenos
FGA96,FGA,FGA96,Annan rekonstruktion av trikuspidalklaffen vid stenos
FGB,FG,FGB,Rekonstruktioner vid Ebsteins anomali
FGB00,FGB,FGB00,Rekonstruktion med atrioventrikulär plikatur
FGB10,FGB,FGB10,Rekonstruktion med mobilisering och ventrikulär plikatur
FGB96,FGB,FGB96,Annan rekonstruktion vid Ebsteins anomali
FGC,FG,FGC,Anuloplastik vid trikuspidalinsufficiens
FGC00,FGC,FGC00,Anuloplastik med sutur
FGC10,FGC,FGC10,Anuloplastik med ring
FGC96,FGC,FGC96,Annan anuloplastik vid trikuspidalinsufficiens
FGD,FG,FGD,Rekonstruktioner vid trikuspidalinsufficiens
FGD00,FGD,FGD00,Rekonstruktion av trikuspidalklaff med sutur
FGD03,FGD,FGD03,Sutur av defekt i trikuspidalklaffen
FGD10,FGD,FGD10,Rekonstruktion av trikuspidalklaff med patch
FGD30,FGD,FGD30,Rekonstruktion med sutur av papillarmuskel eller kordor
FGD40,FGD,FGD40,Rekonstruktion med artificiella kordor
FGD96,FGD,FGD96,Annan rekonstruktion vid trikuspidalinsufficiens
FGE,FG,FGE,Implantation av trikuspidalklaffprotes
FGE00,FGE,FGE00,Implantation av mekanisk trikuspidalklaffprotes
FGE10,FGE,FGE10,Implantation av biologisk trikuspidalklaffprotes
FGE20,FGE,FGE20,"Implantation av trikuspidalklaff, homograft"
FGE96,FGE,FGE96,Annan implantation av trikuspidalklaffprotes
FGW,FG,FGW,Andra operationer på trikuspidalisklaffen
FGW96,FGW,FGW96,Annan operation på trikuspidalklaffen
FH,F,FH,Operationer på kammarseptum
FHA,FH,FHA,Slutning av förvärvad kammarseptumdefekt
FHA00,FHA,FHA00,Slutning av VSD efter skada
FHA10,FHA,FHA10,Slutning av VSD efter anteroseptal infarkt
FHA20,FHA,FHA20,Slutning av VSD efter posteroseptal infarkt
FHA96,FHA,FHA96,Annan slutning av förvärvad ventrikelseptumdefekt
FHB,FH,FHB,Slutning av medfödd kammarseptumdefekt
FHB00,FHB,FHB00,Transatrial direktsutur av VSD
FHB10,FHB,FHB10,Transventrikulär direktsutur av VSD
FHB20,FHB,FHB20,Transpulmonal direktsutur av VSD
FHB30,FHB,FHB30,Transaortal direktsutur av VSD
FHB40,FHB,FHB40,Intraoperativ transluminal slutning av ventrikelseptumdefekt
FHB42,FHB,FHB42,Perkutan transluminal slutning av ventrikelseptumdefekt
FHB50,FHB,FHB50,Transatrial slutning av VSD med patch
FHB60,FHB,FHB60,Transventrikulär slutning av VSD med patch
FHB70,FHB,FHB70,Transpulmonal slutning av VSD med patch
FHB80,FHB,FHB80,Transaortal slutning av VSD med patch
FHB96,FHB,FHB96,Annan slutning av medfödd ventrikelseptumdefekt
FHC,FH,FHC,Slutning av flera kammarseptumdefekter
FHC00,FHC,FHC00,Transatrial slutning av multipla VSD
FHC10,FHC,FHC10,Slutning av multipla VSD genom högersidig ventrikulotomi
FHC20,FHC,FHC20,Slutning av multipla VSD genom vänstersidig ventrikulotomi
FHC30,FHC,FHC30,Slutning av multipla VSD med kombinerad atriotomi och ventrikulotomi
FHC96,FHC,FHC96,Annan slutning av multipla ventrikelseptumdefekter
FHD,FH,FHD,Reparation av total atrioventrikulär septumdefekt
FHD00,FHD,FHD00,Reparation av total atrioventrikulär septumdefekt med atrioventrikulär patch
FHD03,FHD,FHD03,Reparation av komplett atrioventrikulär septumdefekt med förmaksseptumpatch och sutur av ventrikelseptumdefekt
FHD05,FHD,FHD05,Reparation av komplett atrioventrikulär septumdefekt med förmaksseptumpatch och sutur av ventrikelseptumdefekt
FHD10,FHD,FHD10,Reparation av total atrioventrikulär septumdefekt med två-patch teknik
FHD30,FHD,FHD30,Reparation av total atrioventrikulär septumdefekt med samtidig resektion av pulmonalisstenos
FHD96,FHD,FHD96,Annan reparation av total atrioventrikulär septumdefekt
FHE,FH,FHE,Korrektion av Fallots tetrad
FHE00,FHE,FHE00,Transatrial korrektion av Fallots tetrad
FHE10,FHE,FHE10,Transventrikulär korrektion av Fallots tetrad
FHE20,FHE,FHE20,Transventrikulär korrektion av Fallots tetrad med utflödespatch
FHE30,FHE,FHE30,Korrektion av Fallots tetrad med transanulär patch
FHE40,FHE,FHE40,Korrektion av Fallots tetrad med ventrikulopulmonal protes eller homograft
FHE96,FHE,FHE96,Annan korrektion av Fallots tetrad
FHF,FH,FHF,Korrektion av pulmonalisatresi
FHF00,FHF,FHF00,Korrektion av pulmonalisatresi med transanulär patch
FHF10,FHF,FHF10,Korrektion av pulmonalisatresi med ventrikulopulmonal protes eller homograft
FHF20,FHF,FHF20,Korrektion av pulmonalisatresi med transanulär patch och slutning av VSD
FHF30,FHF,FHF30,Korrektion av pulmonalisatresi med ventrikulopulmonal protes och slutning av VSD
FHF96,FHF,FHF96,Annan korrektion av pulmonalisatresi
FHG,FH,FHG,Slutning av kammarseptumdefekt med samtidig intraventrikulär flödestransponering
FHG00,FHG,FHG00,Korrektion av DOLV
FHG10,FHG,FHG10,Korrektion av DORV
FHG20,FHG,FHG20,Intraventrikulär switch med extraventrikulär conduit
FHG96,FHG,FHG96,Annan operation vid dubbelt utflöde från hjärtkammare
FHH,FH,FHH,Anläggande eller vidgning av kammarseptumdefekt
FHH00,FHH,FHH00,Vidgning av VSD vid enkammarhjärta
FHH10,FHH,FHH10,Vidgning av VSD vid dubbelt utflöde från hjärtkammare
FHH20,FHH,FHH20,Fenestrering av anlagd patch
FHH96,FHH,FHH96,Annat anläggande eller utvidgning av VSD
FHJ,FH,FHJ,Rekonstruktion av septum vid enkammarhjärta
FHJ00,FHJ,FHJ00,Rekonstruktion av septum med patch
FHJ10,FHJ,FHJ10,Rekonstruktion av septum med fenestrerad patch
FHJ96,FHJ,FHJ96,Annan operation vid enkammarhjärta
FHW,FH,FHW,Andra operationer på ventrikelseptum
FHW96,FHW,FHW96,Annan operation på ventrikelseptum
FJ,F,FJ,Operationer på högra kammaren och pulmonalklaffen
FJA,FJ,FJA,Biopsi av högra kammaren
FJA00,FJA,FJA00,Biopsi av högra kammaren
FJA10,FJA,FJA10,Transvenös biopsi av höger kammare
FJA12,FJA,FJA12,Perkutan transluminal biopsi av högra kammaren
FJA96,FJA,FJA96,Annan biopsi av högra kammaren
FJB,FJ,FJB,Reparation av skada på högra kammaren
FJB00,FJB,FJB00,Sutur av högra kammaren vid skada
FJB10,FJB,FJB10,Rekonstruktion av högra kammaren vid skada med implantat
FJB96,FJB,FJB96,Annan reparation av skada på högra kammaren
FJC,FJ,FJC,Exstirpation av patologisk förändring i högra kammaren
FJC00,FJC,FJC00,Excision av patologisk vävnad i högra kammaren
FJC10,FJC,FJC10,Avlägsnande av främmande kropp i högra kammaren
FJC12,FJC,FJC12,Perkutant transluminalt avlägsnande av främmande kropp från högra kammaren
FJD,FJ,FJD,Operationer på högra kammarens utflödesregion vid medfödd eller förvärvad obstruktion
FJD00,FJD,FJD00,"Resektion av fibromuskulär, infundibulär pulmonalisstenos"
FJD10,FJD,FJD10,Vidgning av högra kammaren med patch
FJD20,FJD,FJD20,Bypass av arteria pulmonalis med protes eller homograft
FJD96,FJD,FJD96,Annan operation på högra kammarens utflödesregion
FJE,FJ,FJE,Operation av isolerad pulmonalstenos
FJE00,FJE,FJE00,Dilatation av pulmonalstenos
FJE10,FJE,FJE10,Valvulotomi vid pulmonalstenos
FJE20,FJE,FJE20,Excision av pulmonalklaffen och vidgning av anulus med patch
FJE30,FJE,FJE30,Transanulär patch med monocusp
FJE42,FJE,FJE42,Perkutan transluminal dilatation av pulmonalstenos
FJE96,FJE,FJE96,Annan operation för isolerad pulmonalstenos
FJF,FJ,FJF,Implantation av pulmonalklaffprotes
FJF00,FJF,FJF00,Implantation av mekanisk pulmonalklaffprotes
FJF10,FJF,FJF10,Implantation av biologisk pulmonalklaffprotes
FJF12,FJF,FJF12,Perkutan transluminal implantation av biologisk pulmonalklaffprotes
FJF20,FJF,FJF20,"Implantation av pulmonalklaffprotes, homograft"
FJF96,FJF,FJF96,Annan implantation av pulmonalklaffprotes
FJW,FJ,FJW,Andra operationer på högra kammaren och pulmonalklaffen
FJW96,FJW,FJW96,Annan operation på högra kammaren och pulmonalklaffen
FK,F,FK,Operationer på mitralklaffen
FKA,FK,FKA,Rekonstruktiva operationer vid mitralstenos
FKA00,FKA,FKA00,Kommissurotomi vid mitralstenos
FKA10,FKA,FKA10,Kommissurotomi med dekalcifiering vid mitralstenos
FKA20,FKA,FKA20,Kommissurotomi och separering av chordae tendinae vid mitralstenos
FKA32,FKA,FKA32,Perkutan transluminal dilatation av mitralstenos
FKA96,FKA,FKA96,Annan operation vid mitralstenos
FKB,FK,FKB,Anuloplastik vid mitralinsufficiens
FKB00,FKB,FKB00,Anuloplastik med sutur vid mitralinsufficiens
FKB10,FKB,FKB10,Anuloplastik med ring vid mitralinsufficiens
FKB96,FKB,FKB96,Annan anuloplastik vid mitralinsufficiens
FKC,FK,FKC,Klaffrekonstruktion vid mitralinsufficiens
FKC00,FKC,FKC00,Rekonstruktion av mitralinsufficiens med sutur
FKC10,FKC,FKC10,Sutur av kluven mitralklaff
FKC20,FKC,FKC20,Klaffsegelplastik vid mitralinsufficiens
FKC30,FKC,FKC30,Förkortning eller förlängning av chordae vid mitralinsufficiens
FKC40,FKC,FKC40,Sutur av chordae eller papillarmuskel vid mitralinsufficiens
FKC50,FKC,FKC50,Rekonstruktion av mitralklaff med artificiella chordae
FKC60,FKC,FKC60,Resektion av mitralklaffsegel med rekonstruktion
FKC96,FKC,FKC96,Annan klaffrekonstruktion vid mitralinsufficiens
FKD,FK,FKD,Implantation av mitralklaffprotes
FKD00,FKD,FKD00,Implantation av mekanisk mitralklaffprotes
FKD10,FKD,FKD10,Implantation av biologisk mitralklaffprotes
FKD20,FKD,FKD20,"Implantation av mitralklaffprotes, homograft"
FKD96,FKD,FKD96,Annan implantation av mitralklaffprotes
FKW,FK,FKW,Andra operationer på mitralklaffen
FKW96,FKW,FKW96,Annan operation på mitralklaffen
FL,F,FL,Operationer på vänstra kammaren
FLA,FL,FLA,Biopsi av vänstra kammaren
FLA00,FLA,FLA00,Biopsi av vänstra kammaren
FLA10,FLA,FLA10,Transvenös eller transarteriell biopsi av vänster kammare
FLA12,FLA,FLA12,Perkutan transluminal biopsi av vänstra kammaren
FLA96,FLA,FLA96,Annan biopsi av vänster kammare
FLB,FL,FLB,Exstirpation av patologisk förändring i vänstra kammaren
FLB00,FLB,FLB00,Excision av patologisk vävnad i vänstra kammaren
FLB10,FLB,FLB10,Avlägsnande av främmande kropp i vänstra kammaren
FLB12,FLB,FLB12,Perkutant transluminalt avlägsnande av främmande kropp från vänstra kammaren
FLC,FL,FLC,Rekonstruktion av vänstra kammaren
FLC00,FLC,FLC00,Sutur av vänstra kammarens vägg
FLC10,FLC,FLC10,Rekonstruktion av vänstra kammarens vägg med patch
FLC96,FLC,FLC96,Annan rekonstruktion av vänstra kammaren
